sl,roll,sem,year,sub_code,total_credits,credit_obtained,timestamp,sub_type
11433,1001CS14,7,2013,CS422,5,CD,12-05-2013 14:53,CORE
11434,1001CS14,7,2013,CS498,10,CC,12-06-2013 19:54,CORE
11435,1001CS14,7,2013,CS543,6,CC,12-08-2013 13:58,ELECTIVE
11436,1001CS14,7,2013,CS561,6,BC,11/30/2013 11:51:18,ELECTIVE
11437,1001CS14,7,2013,MA410,6,BB,12-06-2013 17:50,Open Elective - I
11438,1001CS14,8,2014,CS499,16,CC,05-09-2014 16:44,CORE
11439,1001CS14,8,2014,CS502,6,CD,12/31/2013 11:46:51,Departmental Elective - IV
11440,1001CS14,8,2014,CS548,6,DD,05-08-2014 11:52,Departmental Elective - III
11441,1001CS14,8,2014,HS441,6,DD,05-08-2014 15:04,HS Elective
11442,1001CS14,8,2014,PH403,6,CC,05-08-2014 14:01,Open Elective - II
11443,1001CS15,1,2010,CH101,8,BB,12-01-2010 19:03,CORE
11444,1001CS15,1,2010,CH110,3,BC,11/30/2010 10:24:06,CORE
11445,1001CS15,1,2010,EE101,8,BB,12-06-2010 15:28,CORE
11446,1001CS15,1,2010,HS101,6,AB,12-06-2010 12:40,CORE
11447,1001CS15,1,2010,MA101,8,BB,12-03-2010 10:04,CORE
11448,1001CS15,1,2010,ME110,3,BB,12-06-2010 15:50,CORE
11449,1001CS15,1,2010,ME111,7,AB,12-06-2010 16:34,CORE
11450,1001CS15,1,2010,PH101,6,CC,11/30/2010 13:16:43,CORE
11451,1001CS15,2,2010,CH102,6,BC,05-04-2011 17:41,CORE
11452,1001CS15,2,2010,CS101,6,BC,05-06-2011 16:13,CORE
11453,1001CS15,2,2010,CS110,3,BB,05-06-2011 16:06,CORE
11454,1001CS15,2,2010,EE102,4,AB,05-04-2011 17:27,CORE
11455,1001CS15,2,2010,MA102,8,BC,05-06-2011 14:38,CORE
11456,1001CS15,2,2010,ME101,8,BC,05-06-2011 20:31,CORE
11457,1001CS15,2,2010,PH102,6,BB,05-02-2011 19:37,CORE
11458,1001CS15,2,2010,PH110,3,AB,05-05-2011 16:06,CORE
11459,1001CS15,3,2011,CS201,9,BC,12-07-2011 16:57,CORE
11460,1001CS15,3,2011,CS203,6,BB,12-09-2011 11:06,CORE
11461,1001CS15,3,2011,CS221,6,BB,12-08-2011 11:59,CORE
11462,1001CS15,3,2011,EE220,8,BB,12-07-2011 14:46,CORE
11463,1001CS15,3,2011,HS201,6,BC,12-04-2011 13:23,HS ELECTIVE
11464,1001CS15,3,2011,MA201,8,BB,12-07-2011 11:19,CORE
11465,1001CS15,4,2011,CS204,6,AB,05-08-2012 11:10,CORE
11466,1001CS15,4,2011,CS222,6,BC,05-07-2012 17:40,CORE
11467,1001CS15,4,2011,CS223,3,BB,05-07-2012 17:35,CORE
11468,1001CS15,4,2011,CS241,7,BB,05-07-2012 14:51,CORE
11469,1001CS15,4,2011,CS242,5,BB,05-07-2012 15:01,CORE
11470,1001CS15,4,2011,HS202,6,AB,05-04-2012 18:12,HSS Elective
11471,1001CS15,4,2011,MA225,8,AB,05-04-2012 10:46,CORE
11472,1001CS15,4,2011,MA251,6,BC,05-01-2012 14:01,Science Elective
11473,1001CS15,5,2012,CS301,6,BC,12-06-2012 13:45,CORE
11474,1001CS15,5,2012,CS331,8,BB,12-06-2012 17:53,CORE
11475,1001CS15,5,2012,CS341,6,AB,12-03-2012 18:14,CORE
11476,1001CS15,5,2012,CS342,5,AB,12-04-2012 13:09,CORE
11477,1001CS15,5,2012,CS343,6,BC,12-05-2012 15:58,CORE
11478,1001CS15,5,2012,CS344,6,BC,12-04-2012 13:54,CORE
11479,1001CS15,5,2012,CS345,5,AB,12-04-2012 14:27,CORE
11480,1001CS15,6,2012,CS302,6,BB,4/30/2013 09:40:55,CORE
11481,1001CS15,6,2012,CS346,6,AB,05-09-2013 17:34,CORE
11482,1001CS15,6,2012,CS347,3,BB,05-09-2013 17:39,CORE
11483,1001CS15,6,2012,CS348,8,BC,05-09-2013 11:20,CORE
11484,1001CS15,6,2012,CS362,8,BC,05-09-2013 19:01,CORE
11485,1001CS15,6,2012,CS399,3,AA,4/29/2013 11:14:23,CORE
11486,1001CS15,6,2012,HS331,6,AB,05-03-2013 09:53,HS Elective
11487,1001CS15,7,2013,CS400,2,AB,12-05-2013 18:55,CORE
11488,1001CS15,7,2013,CS421,6,AB,12-05-2013 15:06,CORE
11489,1001CS15,7,2013,CS422,5,BB,12-05-2013 14:53,CORE
11490,1001CS15,7,2013,CS498,10,AB,12-06-2013 19:54,CORE
11491,1001CS15,7,2013,CS543,6,BB,12-08-2013 13:58,ELECTIVE
11492,1001CS15,7,2013,CS561,6,AB,11/30/2013 11:51:18,ELECTIVE
11493,1001CS15,7,2013,MA410,6,BB,12-06-2013 17:50,Open Elective - I
11494,1001CS15,8,2014,CE502,6,AA,05-07-2014 14:17,Open Elective - II
11495,1001CS15,8,2014,CS499,16,AB,05-09-2014 16:44,CORE
11496,1001CS15,8,2014,CS502,6,AA,01-07-2014 01:49,Departmental Elective - IV
11497,1001CS15,8,2014,CS548,6,BB,05-08-2014 11:52,Departmental Elective - III
11498,1001CS15,8,2014,HS441,6,AB,05-08-2014 15:04,HS Elective
11499,1001CS16,1,2010,CH101,8,BB,12-01-2010 19:03,CORE
11500,1001CS16,1,2010,CH110,3,BB,11/30/2010 10:24:06,CORE
11501,1001CS16,1,2010,EE101,8,BC,12-06-2010 15:28,CORE
11502,1001CS16,1,2010,HS101,6,AB,12-06-2010 12:40,CORE
11503,1001CS16,1,2010,MA101,8,CC,12-03-2010 10:04,CORE
11504,1001CS16,1,2010,ME110,3,AB,12-06-2010 15:50,CORE
11505,1001CS16,1,2010,ME111,7,BC,12-06-2010 16:34,CORE
11506,1001CS16,1,2010,PH101,6,CD,11/30/2010 13:16:43,CORE
11507,1001CS16,2,2010,CH102,6,BC,05-04-2011 17:41,CORE
11508,1001CS16,2,2010,CS101,6,DD,05-06-2011 16:13,CORE
11509,1001CS16,2,2010,CS110,3,AB,05-06-2011 16:06,CORE
11510,1001CS16,2,2010,EE102,4,BB,05-04-2011 17:27,CORE
11511,1001CS16,2,2010,MA102,8,CC,05-06-2011 14:38,CORE
11512,1001CS16,2,2010,ME101,8,BC,05-06-2011 20:31,CORE
11513,1001CS16,2,2010,PH102,6,BC,05-02-2011 19:37,CORE
11514,1001CS16,2,2010,PH110,3,BB,05-05-2011 16:06,CORE
11515,1001CS16,3,2011,CS201,9,BC,12-07-2011 16:57,CORE
11516,1001CS16,3,2011,CS203,6,BB,12-09-2011 11:06,CORE
11517,1001CS16,3,2011,CS221,6,CC,12-08-2011 11:59,CORE
11518,1001CS16,3,2011,EE220,8,BC,12-07-2011 14:46,CORE
11519,1001CS16,3,2011,HS201,6,BC,12-04-2011 13:23,HS ELECTIVE
11520,1001CS16,3,2011,MA201,8,CC,12-07-2011 11:19,CORE
11521,1001CS16,4,2011,CS204,6,BC,05-08-2012 11:10,CORE
11522,1001CS16,4,2011,CS222,6,CC,05-07-2012 17:40,CORE
11523,1001CS16,4,2011,CS223,3,AB,05-07-2012 17:35,CORE
11524,1001CS16,4,2011,CS241,7,BB,05-07-2012 14:51,CORE
11525,1001CS16,4,2011,CS242,5,AB,05-07-2012 15:01,CORE
11526,1001CS16,4,2011,HS202,6,BB,05-04-2012 18:12,HSS Elective
11527,1001CS16,4,2011,MA225,8,CC,05-04-2012 10:46,CORE
11528,1001CS16,4,2011,MA251,6,CD,05-01-2012 14:01,Science Elective
11529,1001CS16,5,2012,CS301,6,CC,12-06-2012 13:45,CORE
11530,1001CS16,5,2012,CS331,8,CC,12-06-2012 17:53,CORE
11531,1001CS16,5,2012,CS341,6,BB,12-03-2012 18:14,CORE
11532,1001CS16,5,2012,CS342,5,BB,12-04-2012 13:09,CORE
11533,1001CS16,5,2012,CS343,6,CD,12-05-2012 15:58,CORE
11534,1001CS16,5,2012,CS344,6,CC,12-04-2012 13:54,CORE
11535,1001CS16,5,2012,CS345,5,AB,12-04-2012 14:27,CORE
11536,1001CS16,6,2012,CS302,6,BB,4/30/2013 09:40:55,CORE
11537,1001CS16,6,2012,CS346,6,BB,05-09-2013 17:34,CORE
11538,1001CS16,6,2012,CS347,3,BB,05-09-2013 17:39,CORE
11539,1001CS16,6,2012,CS348,8,CC,05-09-2013 11:20,CORE
11540,1001CS16,6,2012,CS362,8,CD,05-09-2013 19:01,CORE
11541,1001CS16,6,2012,CS399,3,AB,4/29/2013 11:14:23,CORE
11542,1001CS16,6,2012,HS331,6,AB,05-03-2013 09:53,HS Elective
11543,1001CS16,7,2013,CS400,2,AB,12-05-2013 18:55,CORE
11544,1001CS16,7,2013,CS421,6,BC,12-05-2013 15:06,CORE
11545,1001CS16,7,2013,CS422,5,BB,12-05-2013 14:53,CORE
11546,1001CS16,7,2013,CS498,10,BB,12-06-2013 19:54,CORE
11547,1001CS16,7,2013,CS543,6,BB,12-08-2013 13:58,ELECTIVE
11548,1001CS16,7,2013,CS561,6,AB,11/30/2013 11:51:18,ELECTIVE
11549,1001CS16,7,2013,PH401,6,BC,12-03-2013 17:32,Open Elective - I
11550,1001CS16,8,2014,CS499,16,AB,05-09-2014 16:44,CORE
11551,1001CS16,8,2014,CS502,6,BB,01-06-2014 15:37,Departmental Elective - III
11552,1001CS16,8,2014,CS548,6,CC,05-08-2014 11:52,Departmental Elective - IV
11553,1001CS16,8,2014,HS441,6,AB,05-08-2014 15:04,HS Elective
11554,1001CS16,8,2014,PH403,6,BC,05-08-2014 14:01,Open Elective - II
11555,1001CS17,1,2010,CH101,8,BB,12-01-2010 19:03,CORE
11556,1001CS17,1,2010,CH110,3,AB,11/30/2010 10:24:06,CORE
11557,1001CS17,1,2010,EE101,8,BB,12-06-2010 15:28,CORE
11558,1001CS17,1,2010,HS101,6,BB,12-06-2010 12:40,CORE
11559,1001CS17,1,2010,MA101,8,BB,12-03-2010 10:04,CORE
11560,1001CS17,1,2010,ME110,3,AB,12-06-2010 15:50,CORE
11561,1001CS17,1,2010,ME111,7,BB,12-06-2010 16:34,CORE
11562,1001CS17,1,2010,PH101,6,BC,11/30/2010 13:16:43,CORE
11563,1001CS17,2,2010,CH102,6,BC,05-04-2011 17:41,CORE
11564,1001CS17,2,2010,CS101,6,AB,05-06-2011 16:13,CORE
11565,1001CS17,2,2010,CS110,3,BB,05-06-2011 16:06,CORE
11566,1001CS17,2,2010,EE102,4,BB,05-04-2011 17:27,CORE
11567,1001CS17,2,2010,MA102,8,BB,05-06-2011 14:38,CORE
11568,1001CS17,2,2010,ME101,8,BB,05-06-2011 20:31,CORE
11569,1001CS17,2,2010,PH102,6,CC,05-02-2011 19:37,CORE
11570,1001CS17,2,2010,PH110,3,AB,05-05-2011 16:06,CORE
11571,1001CS17,3,2011,CS201,9,AB,12-07-2011 16:57,CORE
11572,1001CS17,3,2011,CS203,6,AB,12-09-2011 11:06,CORE
11573,1001CS17,3,2011,CS221,6,AB,12-08-2011 11:59,CORE
11574,1001CS17,3,2011,EE220,8,BC,12-07-2011 14:46,CORE
11575,1001CS17,3,2011,HS201,6,BC,12-04-2011 13:23,HS ELECTIVE
11576,1001CS17,3,2011,MA201,8,BC,12-07-2011 11:19,CORE
11577,1001CS17,4,2011,CS204,6,BB,05-08-2012 11:10,CORE
11578,1001CS17,4,2011,CS222,6,BB,05-07-2012 17:40,CORE
11579,1001CS17,4,2011,CS223,3,AA,05-07-2012 17:35,CORE
11580,1001CS17,4,2011,CS241,7,BB,05-07-2012 14:51,CORE
11581,1001CS17,4,2011,CS242,5,AA,05-07-2012 15:01,CORE
11582,1001CS17,4,2011,HS202,6,BC,05-04-2012 18:12,HSS Elective
11583,1001CS17,4,2011,MA225,8,BC,05-04-2012 10:46,CORE
11584,1001CS17,4,2011,MA251,6,BC,05-01-2012 14:01,Science Elective
11585,1001CS17,5,2012,CS301,6,BC,12-06-2012 13:45,CORE
11586,1001CS17,5,2012,CS331,8,BC,12-06-2012 17:53,CORE
11587,1001CS17,5,2012,CS341,6,BB,12-03-2012 18:14,CORE
11588,1001CS17,5,2012,CS342,5,AB,12-04-2012 13:09,CORE
11589,1001CS17,5,2012,CS343,6,CD,12-05-2012 15:58,CORE
11590,1001CS17,5,2012,CS344,6,BC,12-04-2012 13:54,CORE
11591,1001CS17,5,2012,CS345,5,AA,12-04-2012 14:27,CORE
11592,1001CS17,6,2012,CS302,6,AB,4/30/2013 09:40:55,CORE
11593,1001CS17,6,2012,CS346,6,AB,05-09-2013 17:34,CORE
11594,1001CS17,6,2012,CS347,3,AA,05-09-2013 17:39,CORE
11595,1001CS17,6,2012,CS348,8,BB,05-09-2013 11:20,CORE
11596,1001CS17,6,2012,CS362,8,BC,05-09-2013 19:01,CORE
11597,1001CS17,6,2012,CS399,3,AA,4/29/2013 11:14:23,CORE
11598,1001CS17,6,2012,HS331,6,BB,05-03-2013 09:53,HS Elective
11599,1001CS17,7,2013,CS400,2,AB,12-05-2013 18:55,CORE
11600,1001CS17,7,2013,CS421,6,BB,12-05-2013 15:06,CORE
11601,1001CS17,7,2013,CS422,5,AB,12-05-2013 14:53,CORE
11602,1001CS17,7,2013,CS498,10,AB,12-06-2013 19:54,CORE
11603,1001CS17,7,2013,CS543,6,BB,12-08-2013 13:58,ELECTIVE
11604,1001CS17,7,2013,CS561,6,AB,11/30/2013 11:51:18,ELECTIVE
11605,1001CS17,7,2013,MA410,6,BB,12-06-2013 17:50,Open Elective - I
11606,1001CS17,8,2014,CS499,16,AA,05-09-2014 16:44,CORE
11607,1001CS17,8,2014,CS502,6,BB,01-07-2014 03:14,Departmental Elective - IV
11608,1001CS17,8,2014,CS549,6,BC,05-08-2014 15:14,Departmental Elective - III
11609,1001CS17,8,2014,HS441,6,BC,05-08-2014 15:04,HS Elective
11610,1001CS17,8,2014,ME512,6,AB,05-06-2014 09:56,Open Elective - II
11611,1001CS18,1,2010,CH101,8,AB,12-01-2010 19:03,CORE
11612,1001CS18,1,2010,CH110,3,AB,11/30/2010 10:24:06,CORE
11613,1001CS18,1,2010,EE101,8,BB,12-06-2010 15:28,CORE
11614,1001CS18,1,2010,HS101,6,AA,12-06-2010 12:40,CORE
11615,1001CS18,1,2010,MA101,8,BC,12-03-2010 10:04,CORE
11616,1001CS18,1,2010,ME110,3,BB,12-06-2010 15:50,CORE
11617,1001CS18,1,2010,ME111,7,BB,12-06-2010 16:34,CORE
11618,1001CS18,1,2010,PH101,6,BC,11/30/2010 13:16:43,CORE
11619,1001CS18,2,2010,CH102,6,AB,05-04-2011 17:41,CORE
11620,1001CS18,2,2010,CS101,6,BB,05-06-2011 16:13,CORE
11621,1001CS18,2,2010,CS110,3,AA,05-06-2011 16:06,CORE
11622,1001CS18,2,2010,EE102,4,AB,05-04-2011 17:27,CORE
11623,1001CS18,2,2010,MA102,8,BB,05-06-2011 14:38,CORE
11624,1001CS18,2,2010,ME101,8,CC,05-06-2011 20:31,CORE
11625,1001CS18,2,2010,PH102,6,CC,05-02-2011 19:37,CORE
11626,1001CS18,2,2010,PH110,3,AB,05-05-2011 16:06,CORE
11627,1001CS18,3,2011,CS201,9,BB,12-07-2011 16:57,CORE
11628,1001CS18,3,2011,CS203,6,AB,12-09-2011 11:06,CORE
11629,1001CS18,3,2011,CS221,6,AB,12-08-2011 11:59,CORE
11630,1001CS18,3,2011,EE220,8,CC,12-07-2011 14:46,CORE
11631,1001CS18,3,2011,HS221,6,AA,12-02-2011 12:45,HS ELECTIVE
11632,1001CS18,3,2011,MA201,8,BB,12-07-2011 11:19,CORE
11633,1001CS18,4,2011,CH201,6,AB,05-07-2012 14:33,Science Elective
11634,1001CS18,4,2011,CS204,6,BC,05-08-2012 11:10,CORE
11635,1001CS18,4,2011,CS222,6,CD,05-07-2012 17:40,CORE
11636,1001CS18,4,2011,CS223,3,BB,05-07-2012 17:35,CORE
11637,1001CS18,4,2011,CS241,7,BB,05-07-2012 14:51,CORE
11638,1001CS18,4,2011,CS242,5,AB,05-07-2012 15:01,CORE
11639,1001CS18,4,2011,HS222,6,AA,05-04-2012 10:45,HSS Elective
11640,1001CS18,4,2011,MA225,8,BB,05-04-2012 10:46,CORE
11641,1001CS18,5,2012,CS301,6,BC,12-06-2012 13:45,CORE
11642,1001CS18,5,2012,CS331,8,BB,12-06-2012 17:53,CORE
11643,1001CS18,5,2012,CS341,6,BB,12-03-2012 18:14,CORE
11644,1001CS18,5,2012,CS342,5,AB,12-04-2012 13:09,CORE
11645,1001CS18,5,2012,CS343,6,CC,12-05-2012 15:58,CORE
11646,1001CS18,5,2012,CS344,6,CC,12-04-2012 13:54,CORE
11647,1001CS18,5,2012,CS345,5,AA,12-04-2012 14:27,CORE
11648,1001CS18,6,2012,CS302,6,BC,4/30/2013 09:40:55,CORE
11649,1001CS18,6,2012,CS346,6,BC,05-09-2013 17:34,CORE
11650,1001CS18,6,2012,CS347,3,AB,05-09-2013 17:39,CORE
11651,1001CS18,6,2012,CS348,8,CC,05-09-2013 11:20,CORE
11652,1001CS18,6,2012,CS362,8,CC,05-09-2013 19:01,CORE
11653,1001CS18,6,2012,CS399,3,AA,4/29/2013 11:14:23,CORE
11654,1001CS18,6,2012,HS311,6,AA,05-09-2013 10:54,HS Elective
11655,1001CS18,7,2013,CS400,2,BB,12-05-2013 18:55,CORE
11656,1001CS18,7,2013,CS421,6,CD,12-05-2013 15:06,CORE
11657,1001CS18,7,2013,CS422,5,AB,12-05-2013 14:53,CORE
11658,1001CS18,7,2013,CS498,10,BB,12-06-2013 19:54,CORE
11659,1001CS18,7,2013,CS543,6,BC,12-08-2013 13:58,ELECTIVE
11660,1001CS18,7,2013,CS561,6,BB,11/30/2013 11:51:18,ELECTIVE
11661,1001CS18,7,2013,PH401,6,CC,12-03-2013 17:32,Open Elective - I
11662,1001CS18,8,2014,CS499,16,BB,05-09-2014 16:44,CORE
11663,1001CS18,8,2014,CS502,6,BB,01-06-2014 15:27,Departmental Elective - IV
11664,1001CS18,8,2014,CS548,6,CC,05-08-2014 11:52,Departmental Elective - III
11665,1001CS18,8,2014,HS441,6,BC,05-08-2014 15:04,HS Elective
11666,1001CS18,8,2014,PH403,6,CC,05-08-2014 14:01,Open Elective - II
11667,1001CS19,1,2010,CH101,8,BB,12-01-2010 19:03,CORE
11668,1001CS19,1,2010,CH110,3,BB,11/30/2010 10:24:06,CORE
11669,1001CS19,1,2010,EE101,8,AB,12-06-2010 15:28,CORE
11670,1001CS19,1,2010,HS101,6,BB,12-06-2010 12:40,CORE
11671,1001CS19,1,2010,MA101,8,AA,12-03-2010 10:04,CORE
11672,1001CS19,1,2010,ME110,3,BC,12-06-2010 15:50,CORE
11673,1001CS19,1,2010,ME111,7,BC,12-06-2010 16:34,CORE
11674,1001CS19,1,2010,PH101,6,CC,11/30/2010 13:16:43,CORE
11675,1001CS19,2,2010,CH102,6,CC,05-04-2011 17:41,CORE
11676,1001CS19,2,2010,CS101,6,CC,05-06-2011 16:13,CORE
11677,1001CS19,2,2010,CS110,3,AB,05-06-2011 16:06,CORE
11678,1001CS19,2,2010,EE102,4,AA,05-04-2011 17:27,CORE
11679,1001CS19,2,2010,MA102,8,AB,05-06-2011 14:38,CORE
11680,1001CS19,2,2010,ME101,8,BC,05-06-2011 20:31,CORE
11681,1001CS19,2,2010,PH102,6,BC,05-02-2011 19:37,CORE
11682,1001CS19,2,2010,PH110,3,AB,05-05-2011 16:06,CORE
11683,1001CS19,3,2011,CS201,9,AB,12-07-2011 16:57,CORE
11684,1001CS19,3,2011,CS203,6,AB,12-09-2011 11:06,CORE
11685,1001CS19,3,2011,CS221,6,AA,12-08-2011 11:59,CORE
11686,1001CS19,3,2011,EE220,8,BB,12-07-2011 14:46,CORE
11687,1001CS19,3,2011,HS201,6,BB,12-04-2011 13:23,HS ELECTIVE
11688,1001CS19,3,2011,MA201,8,AA,12-07-2011 11:19,CORE
11689,1001CS19,4,2011,CS204,6,BB,05-08-2012 11:10,CORE
11690,1001CS19,4,2011,CS222,6,BC,05-07-2012 17:40,CORE
11691,1001CS19,4,2011,CS223,3,AA,05-07-2012 17:35,CORE
11692,1001CS19,4,2011,CS241,7,BB,05-07-2012 14:51,CORE
11693,1001CS19,4,2011,CS242,5,AB,05-07-2012 15:01,CORE
11694,1001CS19,4,2011,HS202,6,BB,05-04-2012 18:12,HSS Elective
11695,1001CS19,4,2011,MA225,8,AA,05-04-2012 10:46,CORE
11696,1001CS19,4,2011,MA251,6,AA,05-01-2012 14:01,Science Elective
11697,1001CS19,5,2012,CS301,6,BB,12-06-2012 13:45,CORE
11698,1001CS19,5,2012,CS331,8,AB,12-06-2012 17:53,CORE
11699,1001CS19,5,2012,CS341,6,BB,12-03-2012 18:14,CORE
11700,1001CS19,5,2012,CS342,5,AA,12-04-2012 13:09,CORE
11701,1001CS19,5,2012,CS343,6,CC,12-05-2012 15:58,CORE
11702,1001CS19,5,2012,CS344,6,BB,12-04-2012 13:54,CORE
11703,1001CS19,5,2012,CS345,5,AA,12-04-2012 14:27,CORE
11704,1001CS19,6,2012,CS302,6,BB,4/30/2013 09:40:55,CORE
11705,1001CS19,6,2012,CS346,6,AB,05-09-2013 17:34,CORE
11706,1001CS19,6,2012,CS347,3,AB,05-09-2013 17:39,CORE
11707,1001CS19,6,2012,CS348,8,BC,05-09-2013 11:20,CORE
11708,1001CS19,6,2012,CS362,8,BB,05-09-2013 19:01,CORE
11709,1001CS19,6,2012,CS399,3,AA,4/29/2013 11:14:23,CORE
11710,1001CS19,6,2012,HS311,6,AB,05-09-2013 10:54,HS Elective
11711,1001CS19,7,2013,CS400,2,BB,12-05-2013 18:55,CORE
11712,1001CS19,7,2013,CS421,6,BC,12-05-2013 15:06,CORE
11713,1001CS19,7,2013,CS422,5,BB,12-05-2013 14:53,CORE
11714,1001CS19,7,2013,CS498,10,AB,12-06-2013 19:54,CORE
11715,1001CS19,7,2013,CS543,6,BB,12-08-2013 13:58,ELECTIVE
11716,1001CS19,7,2013,CS561,6,BB,11/30/2013 11:51:19,ELECTIVE
11717,1001CS19,7,2013,MA511,6,BC,12-05-2013 12:12,Open Elective - I
11718,1001CS19,8,2014,CE502,6,AA,05-07-2014 14:17,Open Elective - II
11719,1001CS19,8,2014,CS499,16,AB,05-09-2014 16:44,CORE
11720,1001CS19,8,2014,CS502,6,BC,12/31/2013 10:28:22,Departmental Elective - IV
11721,1001CS19,8,2014,CS549,6,CC,05-08-2014 15:14,Departmental Elective - III
11722,1001CS19,8,2014,HS441,6,BC,05-08-2014 15:04,HS Elective
11723,1001CS20,1,2010,CH101,8,AB,12-01-2010 19:03,CORE
11724,1001CS20,1,2010,CH110,3,BC,11/30/2010 10:24:06,CORE
11725,1001CS20,1,2010,EE101,8,BB,12-06-2010 15:28,CORE
11726,1001CS20,1,2010,HS101,6,BC,12-06-2010 12:40,CORE
11727,1001CS20,1,2010,MA101,8,BB,12-03-2010 10:04,CORE
11728,1001CS20,1,2010,ME110,3,BB,12-06-2010 15:50,CORE
11729,1001CS20,1,2010,ME111,7,BC,12-06-2010 16:34,CORE
11730,1001CS20,1,2010,PH101,6,CD,11/30/2010 13:16:43,CORE
11731,1001CS20,2,2010,CH102,6,CC,05-04-2011 17:41,CORE
11732,1001CS20,2,2010,CS101,6,AB,05-06-2011 16:13,CORE
11733,1001CS20,2,2010,CS110,3,BC,05-06-2011 16:06,CORE
11734,1001CS20,2,2010,EE102,4,BB,05-04-2011 17:27,CORE
11735,1001CS20,2,2010,MA102,8,CC,05-06-2011 14:38,CORE
11736,1001CS20,2,2010,ME101,8,BC,05-06-2011 20:31,CORE
11737,1001CS20,2,2010,PH102,6,BC,05-02-2011 19:37,CORE
11738,1001CS20,2,2010,PH110,3,BB,05-05-2011 16:06,CORE
11739,1001CS20,3,2011,CS201,9,BB,12-07-2011 16:57,CORE
11740,1001CS20,3,2011,CS203,6,AB,12-09-2011 11:06,CORE
11741,1001CS20,3,2011,CS221,6,BB,12-08-2011 11:59,CORE
11742,1001CS20,3,2011,EE220,8,BB,12-07-2011 14:46,CORE
11743,1001CS20,3,2011,HS201,6,AB,12-04-2011 13:23,HS ELECTIVE
11744,1001CS20,3,2011,MA201,8,BC,12-07-2011 11:19,CORE
11745,1001CS20,4,2011,CS204,6,CD,05-08-2012 11:10,CORE
11746,1001CS20,4,2011,CS222,6,BC,05-07-2012 17:40,CORE
11747,1001CS20,4,2011,CS223,3,AB,05-07-2012 17:35,CORE
11748,1001CS20,4,2011,CS241,7,BC,05-07-2012 14:51,CORE
11749,1001CS20,4,2011,CS242,5,AB,05-07-2012 15:01,CORE
11750,1001CS20,4,2011,HS202,6,BC,05-04-2012 18:12,HSS Elective
11751,1001CS20,4,2011,MA214,6,AB,05-04-2012 13:49,Science Elective
11752,1001CS20,4,2011,MA225,8,BC,05-04-2012 10:46,CORE
11753,1001CS20,5,2012,CS301,6,BC,12-06-2012 13:45,CORE
11754,1001CS20,5,2012,CS331,8,BB,12-06-2012 17:53,CORE
11755,1001CS20,5,2012,CS341,6,BB,12-03-2012 18:14,CORE
11756,1001CS20,5,2012,CS342,5,AA,12-04-2012 13:09,CORE
11757,1001CS20,5,2012,CS343,6,BC,12-05-2012 15:58,CORE
11758,1001CS20,5,2012,CS344,6,BC,12-04-2012 13:54,CORE
11759,1001CS20,5,2012,CS345,5,AB,12-04-2012 14:27,CORE
11760,1001CS20,6,2012,CS302,6,BC,4/30/2013 09:40:55,CORE
11761,1001CS20,6,2012,CS346,6,BC,05-09-2013 17:34,CORE
11762,1001CS20,6,2012,CS347,3,BB,05-09-2013 17:39,CORE
11763,1001CS20,6,2012,CS348,8,BC,05-09-2013 11:20,CORE
11764,1001CS20,6,2012,CS362,8,BC,05-09-2013 19:01,CORE
11765,1001CS20,6,2012,CS399,3,AA,4/29/2013 11:14:23,CORE
11766,1001CS20,6,2012,HS331,6,BB,05-03-2013 09:53,HS Elective
11767,1001CS20,7,2013,CS400,2,BC,12-05-2013 18:55,CORE
11768,1001CS20,7,2013,CS421,6,CC,12-05-2013 15:06,CORE
11769,1001CS20,7,2013,CS422,5,BB,12-05-2013 14:53,CORE
11770,1001CS20,7,2013,CS498,10,BC,12-06-2013 19:54,CORE
11771,1001CS20,7,2013,CS542,6,BB,12-05-2013 16:13,ELECTIVE
11772,1001CS20,7,2013,CS543,6,BB,12-08-2013 13:58,ELECTIVE
11773,1001CS20,7,2013,MA410,6,BC,12-06-2013 17:50,Open Elective - I
11774,1001CS20,8,2014,CS499,16,BB,05-09-2014 16:44,CORE
11775,1001CS20,8,2014,CS502,6,BB,12/31/2013 11:54:14,Departmental Elective - III
11776,1001CS20,8,2014,CS548,6,BB,05-08-2014 11:52,Departmental Elective - IV
11777,1001CS20,8,2014,HS441,6,BC,05-08-2014 15:04,HS Elective
11778,1001CS20,8,2014,PH403,6,BC,05-08-2014 14:01,Open Elective - II
11779,1001CS21,1,2010,CH101,8,AB,12-01-2010 19:03,CORE
11780,1001CS21,1,2010,CH110,3,AB,11/30/2010 10:24:06,CORE
11781,1001CS21,1,2010,EE101,8,BB,12-06-2010 15:28,CORE
11782,1001CS21,1,2010,HS101,6,AA,12-06-2010 12:40,CORE
11783,1001CS21,1,2010,MA101,8,BB,12-03-2010 10:04,CORE
11784,1001CS21,1,2010,ME110,3,AB,12-06-2010 15:50,CORE
11785,1001CS21,1,2010,ME111,7,BB,12-06-2010 16:34,CORE
11786,1001CS21,1,2010,PH101,6,CC,11/30/2010 13:16:43,CORE
11787,1001CS21,2,2010,CH102,6,AB,05-04-2011 17:41,CORE
11788,1001CS21,2,2010,CS101,6,BC,05-06-2011 16:13,CORE
11789,1001CS21,2,2010,CS110,3,AB,05-06-2011 16:06,CORE
